task_id,created_at,runner,backend_name,model,risk_level,permission_profile,total_tokens,wasted_tokens,elapsed_seconds,energy_kwh,emissions_gco2e,human_review_required,status,accepted
07a6c0a7-e8fe-42d0-a10a-8c4640cec134,2026-06-05T01:30:18.571525+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
708b2fff-2b0e-4e26-bbc0-a213dc84c4b1,2026-06-05T01:30:16.985520+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
fd71ac9f-b496-43ec-b134-bfc609642344,2026-06-05T01:30:14.013480+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,171,0,1.3803565502166748,0.0,0.0,1,pending,0
ace110fd-d35b-440e-9155-866613ff91e6,2026-06-05T01:30:11.730635+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,187,0,0.6933443546295166,0.0,0.0,1,pending,0
00ad0492-3e79-48be-b1f0-dc47d945b66f,2026-06-05T01:30:09.387894+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,106,0,0.7439777851104736,0.0,0.0,1,pending,0
94a488eb-51e1-4a2c-9ef9-37e3a550020a,2026-06-05T01:30:07.256363+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,79,0,0.5340936183929443,0.0,0.0,1,pending,0
37fdbbea-eb59-45b2-afc6-ae95ad18f4da,2026-06-05T01:28:44.091720+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,96,0,0.9945974349975586,0.0,0.0,1,pending,0
0e7e8093-da1f-4bca-b4f8-cdffd93ea1e3,2026-06-05T01:28:42.502525+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
4c124387-a46c-4d5c-b920-24f9c08b6ad4,2026-06-05T01:28:39.536463+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,171,0,1.3855781555175781,0.0,0.0,1,pending,0
accb4f55-0d16-4ee4-b3eb-0e0fbfc3ecca,2026-06-05T01:28:37.300357+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,187,0,0.6365759372711182,0.0,0.0,1,pending,0
e74d1fba-0cb8-4159-94e5-a1427f9f77e5,2026-06-05T01:28:34.967526+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,106,0,0.7299749851226807,0.0,0.0,1,pending,0
f581e57f-798a-4acd-ad02-69d353957f01,2026-06-05T01:28:32.861300+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,79,0,0.5102944374084473,0.0,0.0,1,pending,0
1f248404-c444-41d7-8066-675f412f2577,2026-06-05T01:24:42.074652+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,96,0,1.0631911754608154,0.0,0.0,1,pending,0
7581cb98-1376-4f0d-8860-132e6790794b,2026-06-05T01:24:40.494840+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
7fe740c1-2f5f-4862-a949-8829cceb9e6b,2026-06-05T01:24:37.702360+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,171,0,1.2141549587249756,0.0,0.0,1,pending,0
40d012a8-b7b3-444a-ac51-531b5da1138d,2026-06-05T01:24:35.530331+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,187,0,0.5840411186218262,0.0,0.0,1,pending,0
4d7a5591-9589-41a5-a3b5-b3e3a8213673,2026-06-05T01:24:33.268832+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,106,0,0.6683211326599121,0.0,0.0,1,pending,0
72fd5319-94c7-4a4b-bfe5-12f05b52e68e,2026-06-05T01:24:29.685252+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,79,0,1.973109483718872,0.0,0.0,1,pending,0
f6359a2e-d5d9-47b4-8725-acacc0fe3ca3,2026-06-05T01:22:46.359934+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
80b63c33-41dd-4974-aa46-b0c50f1f3dd0,2026-06-05T01:22:43.221891+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
4e393130-ed8b-446f-a39a-b5606d195f7f,2026-06-05T01:22:40.118916+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
dca8a416-e7dc-442d-8e94-0b2580c346d2,2026-06-05T01:22:37.002523+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
0a2b0348-dbc4-499c-abcd-ff88044067ed,2026-06-05T01:22:33.890599+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
e249d93a-d6d5-41b0-99d8-07e56e9129d1,2026-06-05T01:22:30.799518+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
c44083f4-7d5c-4a3f-ba28-86eaeb16e46e,2026-06-05T01:10:35.883658+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
e15aa916-559b-40f1-9b50-348376da5976,2026-06-05T01:10:32.749984+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
0a02c48c-085e-41e2-a26d-4946242ada25,2026-06-05T01:10:29.643821+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
d083e6fe-d5ae-4feb-b473-7e6181aac472,2026-06-05T01:10:26.532623+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
8555757e-a152-4a88-bafc-fb83cf4e3c10,2026-06-05T01:10:23.434069+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
ff908e5d-fdb6-4c0f-928c-18a8e704da59,2026-06-05T01:09:59.679784+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
17eeb66b-ca43-4a2d-91df-3f20790419e5,2026-06-05T01:09:56.573951+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
390ff819-72e2-48fa-97a0-758698245b60,2026-06-05T01:09:53.472047+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
36901352-8988-48ed-8ea8-733f625111e7,2026-06-05T01:09:50.373721+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
75825343-5935-4071-a05b-10d188b572b6,2026-06-05T01:09:47.257678+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
62a00507-d37f-49a6-b46b-ba416172c241,2026-06-05T01:07:34.953980+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
c68753fd-1b4e-4f10-a953-b8c5dc8cc1dd,2026-06-05T01:07:31.842889+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
f457b156-7d19-4c6d-a275-ae089cce75b1,2026-06-05T01:07:28.760154+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
cfd5e50d-da8f-4b54-8321-a39e60786012,2026-06-05T01:07:25.652165+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
829c131e-5fff-4afe-9805-e99a532bf531,2026-06-05T01:07:22.528279+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
794532ad-3550-4648-919b-e23e821e8172,2026-06-05T00:43:27.494044+00:00,pipeline,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,62,0,0.0,0.0,0.0,0,local_draft_generated,0
0dda2dd5-be6b-40ed-8018-8d533e8bdec6,2026-06-05T00:21:15.750167+00:00,pipeline,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,0,pending,0
fe975c4c-2f0c-4ffc-9c82-2f47e7909469,2026-06-04T19:37:34.994758+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,0.00010641472699963386,0.043129471619332976,0,local_draft_generated,0
b1edadd9-52c3-4638-8190-f9a711ba4c18,2026-06-04T19:00:37.518742+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.002835685389545196,1.1349509152003052,0,council_completed,0
1fec21af-5ce2-45b8-9a00-7f606ef9c878,2026-06-04T19:00:28.594923+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,3.620335992392567e-05,0.015261486044421717,0,local_draft_generated,0
db852647-48b1-4d8b-9508-3c7fd53e4273,2026-06-04T19:00:05.496190+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,4.3564935851030884e-05,0.01819720777594959,0,local_draft_generated,0
9da8b1ef-c265-4cfe-a3b3-e32b48f02455,2026-06-04T18:33:48.379391+00:00,pipeline,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,4.2792726970944136e-05,0.017843175172463106,0,reviewed,1
839a608d-d96f-4a34-9782-484e33907a3a,2026-06-04T16:39:22.719409+00:00,local_llm,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
1c359b79-eb12-4023-9d7a-54ce00fd7e4a,2026-06-04T16:35:28.391346+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
4d985248-ecfc-4fc8-a5cf-4b058f5e6b12,2026-06-04T16:35:15.236914+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,0.00010284354462818964,0.04226187042512802,0,reviewed,1
08a87373-6212-464e-a581-471b1f661239,2026-06-04T16:32:15.559786+00:00,local_benchmark,custom,deepseek/deepseek-r1-0528-qwen3-8b,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
17e9e036-540f-47eb-b226-4b7ec850942b,2026-06-04T16:31:43.530499+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
cca00c86-6a3f-4e55-9e1c-7f7f0bc24c3e,2026-06-04T16:31:11.507521+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
4435aa14-8e6e-40b4-af47-9f7583dd4b1e,2026-06-04T16:30:39.488733+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
4f52872b-42ea-4700-a262-83bbd145a6b1,2026-06-04T16:30:18.366552+00:00,local_benchmark,custom,deepseek/deepseek-r1-0528-qwen3-8b,unknown,unknown,122,0,21.110207557678223,0.0,0.0,1,handoff_generated,0
f0ffc754-f486-4fad-9de2-d4237c54477f,2026-06-04T16:29:31.135061+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
c0236a29-fd37-4d51-8b5f-ec03b02b4a98,2026-06-04T16:29:27.742759+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,171,0,3.391465425491333,0.0,0.0,1,pending,0
f3085b3f-f782-413d-9a55-28a8d27101de,2026-06-04T16:29:24.899387+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,187,0,2.842362403869629,0.0,0.0,1,pending,0
773400f1-ffd8-43c3-bd04-1316a9ef7ecc,2026-06-04T16:29:22.059942+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,106,0,2.835219621658325,0.0,0.0,1,pending,0
97e93370-88af-4984-aa2a-a79e420b1b5c,2026-06-04T16:29:16.180180+00:00,local_benchmark,custom,qwen2.5-coder-7b-instruct,unknown,unknown,79,0,5.875763654708862,0.0,0.0,1,pending,0
90a9ff03-7b92-4f67-aa5b-bce6cf67cc4b,2026-06-04T16:28:38.752624+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
59abf2a1-50bd-4560-915d-ce72ef290a4e,2026-06-04T16:28:17.793881+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,949,0,20.9578218460083,0.0,0.0,1,pending,0
934b5f02-1f61-43ad-8056-a6ea96f651ea,2026-06-04T16:28:09.453176+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,422,0,8.339763164520264,0.0,0.0,1,pending,0
4260fed5-ee98-4a2e-a89a-096032b0eff0,2026-06-04T16:28:01.834627+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,308,0,7.607625961303711,0.0,0.0,1,handoff_generated,0
35685eed-8101-4415-bf27-b97750d6a0fd,2026-06-04T16:27:51.521872+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,195,0,10.300078868865967,0.0,0.0,1,handoff_generated,0
08000124-4446-4939-9830-bbd73a1da4b7,2026-06-04T16:27:44.132060+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
c7b2ab54-71ea-4f20-9dde-0f336ae186e0,2026-06-04T16:27:40.700671+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,171,0,3.430482864379883,0.0,0.0,1,pending,0
fa1da3a0-9346-43b1-a618-a0c314b57993,2026-06-04T16:27:37.976369+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,187,0,2.723426103591919,0.0,0.0,1,pending,0
8defcfc3-233f-4658-88f7-4af4397ec3cd,2026-06-04T16:27:35.212144+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.754826068878174,0.0,0.0,1,pending,0
e0010567-5cd1-4a2a-bec1-53565fd48110,2026-06-04T16:27:30.576443+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,4.614330530166626,0.0,0.0,1,pending,0
a84a058c-d1a7-4a92-b6aa-a2be14401cfb,2026-06-04T15:27:28.529857+00:00,codex,unknown,unknown,high,blocked,0,0,0.0,0.0,0.0,1,handoff_generated,0
ce235e5a-52e3-472b-bf9c-a9c6b765c90a,2026-06-04T15:21:40.923282+00:00,worker_council,unknown,unknown,high,blocked,0,0,0.0,0.004232194657923118,1.694845884760054,1,council_completed,0
c91c72e4-d961-4d55-9514-cd82c3200451,2026-06-04T15:02:24.759731+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
a073ee2a-2fa9-465e-8542-93c58ae03d09,2026-06-04T15:02:21.237883+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,171,0,3.520996570587158,0.0,0.0,1,pending,0
c29d2529-30c7-492b-a1c8-0a1db39dcc36,2026-06-04T15:02:18.406045+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,183,0,2.830937147140503,0.0,0.0,1,pending,0
10cf1cec-a4a9-4c8d-89f8-7de088cca20e,2026-06-04T15:02:15.477435+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.9197824001312256,0.0,0.0,1,pending,0
e4b7d0cf-591f-4885-ab2a-a9888037379f,2026-06-04T15:02:12.552219+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,2.9120359420776367,0.0,0.0,1,pending,0
6e62ea6b-410b-4df7-a158-4c935f89a51d,2026-06-04T14:50:45.048357+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,0
a270c5b3-cf1e-4231-bb85-e893ffcac608,2026-06-04T14:50:41.680433+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,159,0,3.3667514324188232,0.0,0.0,1,reviewed,1
18591912-334d-446c-a717-ca80854ebbf0,2026-06-04T14:50:38.730215+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,187,0,2.9494102001190186,0.0,0.0,1,pending,0
e3261e4b-b887-48dd-bf92-4798a8fd9220,2026-06-04T14:50:35.939527+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.782144784927368,0.0,0.0,1,pending,0
1511c5d5-724a-4bab-82c9-210a45dec454,2026-06-04T14:50:28.617176+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,7.3110668659210205,0.0,0.0,1,pending,0
9e1c3ae7-c6e4-46d3-beea-1fad65f06e04,2026-06-04T10:20:24.993567+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
719d1670-6a29-48a4-94ca-17d4d7079311,2026-06-04T10:20:21.473371+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
c9d90d11-5b8b-4ffa-b0e6-a2f8e7384a24,2026-06-04T10:20:18.558354+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,187,0,2.9141061305999756,0.0,0.0,1,pending,0
af1c0021-8138-48e6-a9d1-bf03a0cd39e6,2026-06-04T10:20:15.743504+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.8114712238311768,0.0,0.0,1,pending,0
b0b9f0a1-ab9b-43c3-a38b-634d41b827e7,2026-06-04T10:20:10.727236+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,5.002341270446777,0.0,0.0,1,pending,0
4de3cfef-ba03-473e-a800-35dbce401fd4,2026-06-04T10:13:21.389226+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
352c3d84-794f-4171-8067-27e46b096d19,2026-06-04T10:13:17.871605+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,159,0,3.5167300701141357,0.0,0.0,1,pending,0
b930fe34-08b6-4671-a867-e47c43aad6dd,2026-06-04T10:13:15.184701+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,183,0,2.6858341693878174,0.0,0.0,1,pending,0
6ad16454-95c6-47ae-9a36-46da9f789ec9,2026-06-04T10:13:12.370774+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.804299831390381,0.0,0.0,1,pending,0
3efa403a-6cc7-4a44-9f56-dede747f951a,2026-06-04T10:13:07.400832+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,4.965573787689209,0.0,0.0,1,pending,0
8021dfa8-087d-4021-8778-f02a0bd94255,2026-06-04T10:06:16.804168+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
ce58a59e-c043-4a86-b317-9d6936aeb5a8,2026-06-04T10:06:13.236677+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,159,0,3.566605567932129,0.0,0.0,1,pending,0
acf448ec-af78-4fde-aff8-331583b37890,2026-06-04T10:06:10.425357+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,183,0,2.810540199279785,0.0,0.0,1,pending,0
e15ae018-62e2-4751-96b4-f00fa4ccd13e,2026-06-04T10:06:07.626737+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.794952630996704,0.0,0.0,1,pending,0
40d2bd62-13e6-441a-9e58-d6cad9b0fd21,2026-06-04T10:06:02.632946+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,4.988996744155884,0.0,0.0,1,pending,0
0fdb8c0e-cd54-4e28-88f3-4ed57f6d3f78,2026-06-04T08:21:56.777958+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
087183e3-1d6d-4115-a444-448ba47f7ee2,2026-06-04T08:21:24.732576+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
6b21357f-f2d1-4985-9c51-ffee3e3e46cb,2026-06-04T08:21:16.373380+00:00,local_benchmark,ollama,deepseek-r1:latest,unknown,unknown,418,0,8.358255863189697,0.0,0.0,1,pending,0
cdcfcd7f-5624-427d-b92e-d1c7291d7b36,2026-06-04T08:20:44.305102+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
101fc9f9-ffcb-4990-8935-422653e6d5fb,2026-06-04T08:20:12.283701+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
5d9a8261-a2f6-495f-bf17-f21359720caa,2026-06-04T08:19:34.934854+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
a92b8948-e14a-4c72-8d01-589fa87952d3,2026-06-04T08:19:31.512020+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,157,0,3.4217123985290527,0.0,0.0,1,pending,0
3aa25a35-f612-460f-9c8f-dc828af25d7f,2026-06-04T08:19:28.643625+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,183,0,2.8672330379486084,0.0,0.0,1,pending,0
866c1464-88fa-4074-b6b8-2634ee411d2c,2026-06-04T08:19:25.737103+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,106,0,2.8974452018737793,0.0,0.0,1,pending,0
511dd233-0ece-4b30-9673-5d2deda2596b,2026-06-04T08:19:22.868855+00:00,local_benchmark,ollama,qwen2.5-coder:7b-triagecore,unknown,unknown,79,0,2.8479039669036865,0.0,0.0,1,pending,0
0c39fac7-dfb1-4091-b140-a8a5f9675ff9,2026-06-04T08:16:26.140954+00:00,local_benchmark,ollama,qwen2.5-coder:7b,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
ad7fa000-f0e1-48b7-ba7b-90951cf0c5a2,2026-06-04T08:16:24.072953+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
750f114b-b017-47ba-a2d4-6f74be064fdf,2026-06-04T08:16:22.013099+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,reviewed,1
89e6dc91-d32e-4199-9114-29b302e00735,2026-06-04T08:16:19.954964+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
d9373ff8-a7e1-4606-b120-bb8e955fbe46,2026-06-04T08:16:17.875596+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
b8f3a6e5-ab1b-4d8f-8c04-cf1ce7af17fd,2026-06-04T07:00:54.897524+00:00,antigravity,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,handoff_generated,0
bff2638b-b99f-4b04-add7-aa6a56bc2a70,2026-06-04T07:00:41.177107+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,0.0004349101185798645,0.1739640474319458,0,local_draft_generated,0
8b0cd7fd-393d-4a42-9c12-43630712526a,2026-06-04T07:00:26.095540+00:00,unknown,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
9419b8e5-3ca1-42c6-94ee-1c0495c633ad,2026-06-04T06:42:15.139689+00:00,antigravity,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,handoff_generated,0
92de5486-1729-48cb-98c5-a78e25022b5b,2026-06-04T06:41:19.162900+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,0.0005812728603680928,0.23250914414723714,0,local_draft_generated,0
499ca0ea-0aa7-43bf-b188-56fc4eccdff6,2026-06-04T06:38:55.576954+00:00,unknown,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
d7c19813-5931-49bd-b937-c5286c96aa9a,2026-06-04T06:29:06.962681+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0008758117953936258,0.35032471815745037,0,council_completed,0
801ee4a7-96d4-4fd1-b07d-ee40878ae687,2026-06-04T06:25:01.054089+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0012116081913312276,0.48464327653249106,0,council_completed,0
b82e3a74-8243-42cb-b546-7dcafbd14768,2026-06-04T06:24:12.704662+00:00,unknown,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
69400e5d-3487-4ec8-b215-db5169346125,2026-06-04T05:07:58.377093+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
d9166ed8-79b6-4bbc-a9b6-b30802bf5e03,2026-06-04T05:07:52.432597+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
d41cf9f5-483b-43f7-916d-d50aee29eac9,2026-06-04T05:07:44.324606+00:00,local_llm,unknown,qwen2.5-coder:7b-triagecore,low,workspace-write,0,0,0.0,0.0006966567834218343,0.2786627133687337,0,local_draft_generated,0
1d4a15e4-649e-4ce0-b63f-4fcca4cfc211,2026-06-04T05:07:42.526041+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
72338ab0-847f-4993-8bad-f9b149a948d5,2026-06-04T05:07:35.658712+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
1348a81c-91c8-4361-a7ec-58623616df1a,2026-06-04T05:06:07.412606+00:00,worker_council,unknown,unknown,low,workspace-write,0,0,0.0,0.0,0.0,0,pending,0
79ac86db-6780-4264-8287-73b359473734,2026-06-04T04:14:20.300107+00:00,local_benchmark,unknown,unknown,unknown,unknown,0,0,0.0,0.0,0.0,1,handoff_generated,0
